Rank;Title;Score;Source;Category;URL;Additional_Info
11;Ginga Eiyuu Densetsu;9.01;myanimelist;slice_of_life;https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu;"OVA (110 eps)
        Jan 1988 - Mar 1997
        346,374 members"
12;Bleach: Sennen Kessen-hen;8.99;myanimelist;slice_of_life;https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen;"TV (13 eps)
        Oct 2022 - Dec 2022
        643,927 members"
13;Gintama.;8.98;myanimelist;slice_of_life;https://myanimelist.net/anime/34096/Gintama;"TV (12 eps)
        Jan 2017 - Mar 2017
        336,685 members"
14;Kaguya-sama wa Kokurasetai: Ultra Romantic;8.98;myanimelist;slice_of_life;https://myanimelist.net/anime/43608/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic;"TV (13 eps)
        Apr 2022 - Jun 2022
        1,039,649 members"
15;Fruits Basket: The Final;8.95;myanimelist;slice_of_life;https://myanimelist.net/anime/42938/Fruits_Basket__The_Final;"TV (13 eps)
        Apr 2021 - Jun 2021
        532,050 members"
16;Clannad: After Story;8.93;myanimelist;slice_of_life;https://myanimelist.net/anime/4181/Clannad__After_Story;"TV (24 eps)
        Oct 2008 - Mar 2009
        1,248,614 members"
17;Gintama;8.93;myanimelist;slice_of_life;https://myanimelist.net/anime/918/Gintama;"TV (201 eps)
        Apr 2006 - Mar 2010
        1,120,367 members"
18;Koe no Katachi;8.93;myanimelist;slice_of_life;https://myanimelist.net/anime/28851/Koe_no_Katachi;"Movie (1 eps)
        Sep 2016 - Sep 2016
        2,494,153 members"
19;Code Geass: Hangyaku no Lelouch R2;8.91;myanimelist;slice_of_life;https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2;"TV (25 eps)
        Apr 2008 - Sep 2008
        1,881,750 members"
20;3-gatsu no Lion 2nd Season;8.90;myanimelist;slice_of_life;https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season;"TV (22 eps)
        Oct 2017 - Mar 2018
        425,787 members"
1;Sousou no Frieren;9.30;myanimelist;comedy;https://myanimelist.net/anime/52991/Sousou_no_Frieren;"TV (28 eps)
        Sep 2023 - Mar 2024
        1,154,793 members"
2;Fullmetal Alchemist: Brotherhood;9.10;myanimelist;comedy;https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood;"TV (64 eps)
        Apr 2009 - Jul 2010
        3,539,165 members"
3;"Steins;Gate";9.07;myanimelist;comedy;https://myanimelist.net/anime/9253/Steins_Gate;"TV (24 eps)
        Apr 2011 - Sep 2011
        2,710,537 members"
4;Shingeki no Kyojin Season 3 Part 2;9.05;myanimelist;comedy;https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2;"TV (10 eps)
        Apr 2019 - Jul 2019
        2,461,097 members"
5;Gintama°;9.05;myanimelist;comedy;https://myanimelist.net/anime/28977/Gintama°;"TV (51 eps)
        Apr 2015 - Mar 2016
        670,442 members"
6;Gintama: The Final;9.04;myanimelist;comedy;https://myanimelist.net/anime/39486/Gintama__The_Final;"Movie (1 eps)
        Jan 2021 - Jan 2021
        171,208 members"
7;One Piece Fan Letter;9.04;myanimelist;comedy;https://myanimelist.net/anime/60022/One_Piece_Fan_Letter;"TV Special (1 eps)
        Oct 2024 - Oct 2024
        116,022 members"
8;Hunter x Hunter (2011);9.03;myanimelist;comedy;https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011;"TV (148 eps)
        Oct 2011 - Sep 2014
        3,041,219 members"
9;Gintama';9.02;myanimelist;comedy;https://myanimelist.net/anime/9969/Gintama;"TV (51 eps)
        Apr 2011 - Mar 2012
        592,421 members"
10;Gintama': Enchousen;9.02;myanimelist;comedy;https://myanimelist.net/anime/15417/Gintama__Enchousen;"TV (13 eps)
        Oct 2012 - Mar 2013
        346,950 members"
11;Ginga Eiyuu Densetsu;9.01;myanimelist;comedy;https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu;"OVA (110 eps)
        Jan 1988 - Mar 1997
        346,374 members"
12;Bleach: Sennen Kessen-hen;8.99;myanimelist;comedy;https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen;"TV (13 eps)
        Oct 2022 - Dec 2022
        643,927 members"
13;Gintama.;8.98;myanimelist;comedy;https://myanimelist.net/anime/34096/Gintama;"TV (12 eps)
        Jan 2017 - Mar 2017
        336,685 members"
14;Kaguya-sama wa Kokurasetai: Ultra Romantic;8.98;myanimelist;comedy;https://myanimelist.net/anime/43608/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic;"TV (13 eps)
        Apr 2022 - Jun 2022
        1,039,649 members"
15;Fruits Basket: The Final;8.95;myanimelist;comedy;https://myanimelist.net/anime/42938/Fruits_Basket__The_Final;"TV (13 eps)
        Apr 2021 - Jun 2021
        532,050 members"
16;Clannad: After Story;8.93;myanimelist;comedy;https://myanimelist.net/anime/4181/Clannad__After_Story;"TV (24 eps)
        Oct 2008 - Mar 2009
        1,248,614 members"
17;Gintama;8.93;myanimelist;comedy;https://myanimelist.net/anime/918/Gintama;"TV (201 eps)
        Apr 2006 - Mar 2010
        1,120,367 members"
18;Koe no Katachi;8.93;myanimelist;comedy;https://myanimelist.net/anime/28851/Koe_no_Katachi;"Movie (1 eps)
        Sep 2016 - Sep 2016
        2,494,153 members"
19;Code Geass: Hangyaku no Lelouch R2;8.91;myanimelist;comedy;https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2;"TV (25 eps)
        Apr 2008 - Sep 2008
        1,881,750 members"
20;3-gatsu no Lion 2nd Season;8.90;myanimelist;comedy;https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season;"TV (22 eps)
        Oct 2017 - Mar 2018
        425,787 members"
1;Sousou no Frieren;9.72;anidb;action_adventure_shounen;https://anidb.net/anime/17617;Type: TV Series | Episodes: 28
2;Hagane no Renkinjutsushi (2009);9.54;anidb;action_adventure_shounen;https://anidb.net/anime/6107;Type: TV Series | Episodes: 64
3;Gintama`;9.46;anidb;action_adventure_shounen;https://anidb.net/anime/8126;Type: TV Series | Episodes: 51
4;Hunter x Hunter (2011);9.20;anidb;action_adventure_shounen;https://anidb.net/anime/8550;Type: TV Series | Episodes: 148
5;Shingeki no Kyojin Season 3 (2019);9.14;anidb;action_adventure_shounen;https://anidb.net/anime/14444;Type: TV Series | Episodes: 10
6;Uchuu Senkan Yamato 2199;8.94;anidb;action_adventure_shounen;https://anidb.net/anime/8787;Type: OVA | Episodes: 26
7;Tengen Toppa Gurren Lagann;8.74;anidb;action_adventure_shounen;https://anidb.net/anime/4575;Type: TV Series | Episodes: 27
8;Shingeki no Kyojin: The Final Season;8.52;anidb;action_adventure_shounen;https://anidb.net/anime/14977;Type: TV Series | Episodes: 16
9;Dan Da Dan;8.42;anidb;action_adventure_shounen;https://anidb.net/anime/18290;Type: TV Series | Episodes: 12
10;Kimetsu no Yaiba: Yuukaku Hen;8.35;anidb;action_adventure_shounen;https://anidb.net/anime/16054;Type: TV Series | Episodes: 11
11;One Piece;8.33;anidb;action_adventure_shounen;https://anidb.net/anime/69;Type: TV Series | Episodes: TBC
12;Shingeki no Kyojin Season 3;8.33;anidb;action_adventure_shounen;https://anidb.net/anime/13241;Type: TV Series | Episodes: 12
13;Hagane no Renkinjutsushi;8.29;anidb;action_adventure_shounen;https://anidb.net/anime/979;Type: TV Series | Episodes: 51
14;Shingeki no Kyojin;8.26;anidb;action_adventure_shounen;https://anidb.net/anime/9541;Type: TV Series | Episodes: 25
15;Tsubasa Tokyo Revelations;8.26;anidb;action_adventure_shounen;https://anidb.net/anime/5301;Type: OVA | Episodes: 3
16;Hunter x Hunter (1999);8.22;anidb;action_adventure_shounen;https://anidb.net/anime/132;Type: TV Series | Episodes: 62
17;JoJo no Kimyou na Bouken: Stardust Crusaders (2015);8.22;anidb;action_adventure_shounen;https://anidb.net/anime/10835;Type: TV Series | Episodes: 24
18;Hunter x Hunter: Greed Island Final;8.21;anidb;action_adventure_shounen;https://anidb.net/anime/1427;Type: OVA | Episodes: 14
19;Hunter x Hunter: Original Video Animation;8.18;anidb;action_adventure_shounen;https://anidb.net/anime/173;Type: OVA | Episodes: 8
20;Meitantei Conan: Shikkoku no Chaser;8.13;anidb;action_adventure_shounen;https://anidb.net/anime/6245;Type: Movie | Episodes: 1
1;Ginga Eiyuu Densetsu;9.73;anidb;romance;https://anidb.net/anime/584;Type: OVA | Episodes: 110
2;Sousou no Frieren;9.72;anidb;romance;https://anidb.net/anime/17617;Type: TV Series | Episodes: 28
3;Ashita no Joe 2;9.64;anidb;romance;https://anidb.net/anime/1458;Type: TV Series | Episodes: 47
4;Kusuriya no Hitorigoto;9.49;anidb;romance;https://anidb.net/anime/17870;Type: TV Series | Episodes: 24
5;"Steins;Gate";9.47;anidb;romance;https://anidb.net/anime/7729;Type: TV Series | Episodes: 24
6;Suzumiya Haruhi no Shoushitsu;9.39;anidb;romance;https://anidb.net/anime/7221;Type: Movie | Episodes: 1
7;Owarimonogatari (2017);9.27;anidb;romance;https://anidb.net/anime/13033;Type: TV Special | Episodes: 2
8;Aria the Origination;9.24;anidb;romance;https://anidb.net/anime/5424;Type: TV Series | Episodes: 13
9;Clannad: After Story;9.24;anidb;romance;https://anidb.net/anime/5841;Type: TV Series | Episodes: 22
10;Fruits Basket the Final;9.22;anidb;romance;https://anidb.net/anime/15738;Type: TV Series | Episodes: 13
11;Usagi Drop;9.15;anidb;romance;https://anidb.net/anime/8211;Type: TV Series | Episodes: 11
12;Eiga Koe no Katachi;9.14;anidb;romance;https://anidb.net/anime/10937;Type: Movie | Episodes: 1
13;Ping Pong the Animation;9.13;anidb;romance;https://anidb.net/anime/10400;Type: TV Series | Episodes: 11
14;Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku Hen;9.13;anidb;romance;https://anidb.net/anime/73;Type: OVA | Episodes: 4
15;Cross Game;9.12;anidb;romance;https://anidb.net/anime/6424;Type: TV Series | Episodes: 50
16;Kono Sekai no Katasumi ni;9.10;anidb;romance;https://anidb.net/anime/9376;Type: Movie | Episodes: 1
17;Kono Sekai no (Sara ni Ikutsumo no) Katasumi ni;9.09;anidb;romance;https://anidb.net/anime/14233;Type: Movie | Episodes: 1
18;Shouwa Genroku Rakugo Shinjuu (2016);9.09;anidb;romance;https://anidb.net/anime/10960;Type: TV Series | Episodes: 13
19;Kimi no Na wa.;9.06;anidb;romance;https://anidb.net/anime/11829;Type: Movie | Episodes: 1
20;Monogatari Series: Second Season;9.03;anidb;romance;https://anidb.net/anime/9183;Type: TV Series | Episodes: 26
1;Gintama`;9.46;anidb;ecchi;https://anidb.net/anime/8126;Type: TV Series | Episodes: 51
2;Suzumiya Haruhi no Shoushitsu;9.39;anidb;ecchi;https://anidb.net/anime/7221;Type: Movie | Episodes: 1
3;Owarimonogatari (2017);9.27;anidb;ecchi;https://anidb.net/anime/13033;Type: TV Special | Episodes: 2
4;Hunter x Hunter (2011);9.20;anidb;ecchi;https://anidb.net/anime/8550;Type: TV Series | Episodes: 148
5;Kimi no Na wa.;9.06;anidb;ecchi;https://anidb.net/anime/11829;Type: Movie | Episodes: 1
6;Monogatari Series: Second Season;9.03;anidb;ecchi;https://anidb.net/anime/9183;Type: TV Series | Episodes: 26
7;Made in Abyss;9.00;anidb;ecchi;https://anidb.net/anime/12681;Type: TV Series | Episodes: 13
8;Code Geass: Hangyaku no Lelouch R2;8.99;anidb;ecchi;https://anidb.net/anime/5373;Type: TV Series | Episodes: 25
9;Uchuu Senkan Yamato 2199;8.94;anidb;ecchi;https://anidb.net/anime/8787;Type: OVA | Episodes: 26
10;Hajime no Ippo: The Fighting! - New Challenger;8.93;anidb;ecchi;https://anidb.net/anime/6153;Type: TV Series | Episodes: 26
11;Gekijouban Made in Abyss: Fukaki Tamashii no Reimei;8.92;anidb;ecchi;https://anidb.net/anime/13612;Type: Movie | Episodes: 1
12;Gintama. (2017);8.85;anidb;ecchi;https://anidb.net/anime/13263;Type: TV Series | Episodes: 25
13;Hajime no Ippo: The Fighting! - Rising;8.84;anidb;ecchi;https://anidb.net/anime/9982;Type: TV Series | Episodes: 25
14;Monogatari Series: Off & Monster Season;8.81;anidb;ecchi;https://anidb.net/anime/18424;Type: Web | Episodes: 14
15;Evangelion Shin Gekijouban: Ha;8.80;anidb;ecchi;https://anidb.net/anime/6171;Type: Movie | Episodes: 1
16;Kizumonogatari;8.75;anidb;ecchi;https://anidb.net/anime/8357;Type: Movie | Episodes: 3
17;GTO;8.74;anidb;ecchi;https://anidb.net/anime/191;Type: TV Series | Episodes: 43
18;Tengen Toppa Gurren Lagann;8.74;anidb;ecchi;https://anidb.net/anime/4575;Type: TV Series | Episodes: 27
19;Gekijouban Tengen Toppa Gurren Lagann: Lagann Hen;8.73;anidb;ecchi;https://anidb.net/anime/6325;Type: Movie | Episodes: 1
20;Gintama;8.63;anidb;ecchi;https://anidb.net/anime/3468;Type: TV Series | Episodes: 201
1;Sousou no Frieren;9.72;anidb;comedy;https://anidb.net/anime/17617;Type: TV Series | Episodes: 28
2;Gintama (2015);9.64;anidb;comedy;https://anidb.net/anime/10993;Type: TV Series | Episodes: 51
3;Hagane no Renkinjutsushi (2009);9.54;anidb;comedy;https://anidb.net/anime/6107;Type: TV Series | Episodes: 64
4;Kusuriya no Hitorigoto;9.49;anidb;comedy;https://anidb.net/anime/17870;Type: TV Series | Episodes: 24
5;"Steins;Gate";9.47;anidb;comedy;https://anidb.net/anime/7729;Type: TV Series | Episodes: 24
6;Gintama`;9.46;anidb;comedy;https://anidb.net/anime/8126;Type: TV Series | Episodes: 51
7;Sangatsu no Lion (2017);9.45;anidb;comedy;https://anidb.net/anime/12994;Type: TV Series | Episodes: 22
8;Gintama` (2012);9.42;anidb;comedy;https://anidb.net/anime/9427;Type: TV Series | Episodes: 13
9;Suzumiya Haruhi no Shoushitsu;9.39;anidb;comedy;https://anidb.net/anime/7221;Type: Movie | Episodes: 1
10;Gintama: The Final;9.38;anidb;comedy;https://anidb.net/anime/14719;Type: Movie | Episodes: 1
11;Gekijouban Gintama Kanketsuhen: Yorozuya yo Eien Nare;9.37;anidb;comedy;https://anidb.net/anime/9384;Type: Movie | Episodes: 1
12;Owarimonogatari (2017);9.27;anidb;comedy;https://anidb.net/anime/13033;Type: TV Special | Episodes: 2
13;Aria the Origination;9.24;anidb;comedy;https://anidb.net/anime/5424;Type: TV Series | Episodes: 13
14;Clannad: After Story;9.24;anidb;comedy;https://anidb.net/anime/5841;Type: TV Series | Episodes: 22
15;Hunter x Hunter (2011);9.20;anidb;comedy;https://anidb.net/anime/8550;Type: TV Series | Episodes: 148
16;Usagi Drop;9.15;anidb;comedy;https://anidb.net/anime/8211;Type: TV Series | Episodes: 11
17;Shingeki no Kyojin Season 3 (2019);9.14;anidb;comedy;https://anidb.net/anime/14444;Type: TV Series | Episodes: 10
18;Cross Game;9.12;anidb;comedy;https://anidb.net/anime/6424;Type: TV Series | Episodes: 50
19;Shouwa Genroku Rakugo Shinjuu (2016);9.09;anidb;comedy;https://anidb.net/anime/10960;Type: TV Series | Episodes: 13
20;Kimi no Na wa.;9.06;anidb;comedy;https://anidb.net/anime/11829;Type: Movie | Episodes: 1
1;Fullmetal Alchemist: Brotherhood;4.6;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/fullmetal-alchemist-brotherhood;TV (64 eps) | 2009 - 2010
2;Solo Leveling Season 2: Arise from the Shadow;4.6;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/solo-leveling-season-2-arise-from-the-shadow;TV (13 eps) | 2025
3;Frieren: Beyond Journey's End;4.6;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/frieren-beyond-journeys-end;TV (28 eps) | 2023 - 2024
4;The Master of Diabolism 3;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/the-master-of-diabolism-3;Web (12 eps) | 2021
5;Demon Slayer: Kimetsu no Yaiba - Entertainment District Arc;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/demon-slayer-kimetsu-no-yaiba-entertainment-district-arc;TV (11 eps) | 2021 - 2022
6;Attack on Titan 3rd Season: Part II;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/attack-on-titan-3rd-season-part-ii;TV (10 eps) | 2019
7;Bleach: Thousand-Year Blood War;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/bleach-thousand-year-blood-war;TV (13 eps) | 2022
8;Jujutsu Kaisen;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/jujutsu-kaisen;TV (24 eps) | 2020 - 2021
9;Attack on Titan The Final Season: The Final Chapters;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/attack-on-titan-the-final-season-the-final-chapters;TV Special (2 eps) | 2023
10;Hunter x Hunter (2011);4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/hunter-x-hunter-2011;TV (148 eps) | 2011 - 2014
11;Demon Slayer: Kimetsu no Yaiba Movie - Mugen Train;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/demon-slayer-kimetsu-no-yaiba-movie-mugen-train;Movie (1 ep) | 2020
12;Attack on Titan The Final Season;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/attack-on-titan-the-final-season;TV (16 eps) | 2020 - 2021
13;Gintama: The Very Final;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/gintama-the-very-final;Movie (1 ep) | 2021
14;Jujutsu Kaisen Season 2;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/jujutsu-kaisen-season-2;TV (23 eps) | 2023
15;Heaven Official's Blessing;4.5;animeplanet;action_adventure_shounen;https://www.anime-planet.com/anime/heaven-officials-blessing;Web (11 eps) | 2020 - 2021
